메일 날짜,원본 섹션,원본 순번,원본 기사 제목,원본 언론사,원본 URL,비교 결과,일치 방식,유사도,서버 선정 제목,서버 선정 언론사,서버 선정 URL,차이/제외 이유,일반 재수집 후보 확인,최종 후보 확인,후보 확보 확인
2025-04-29,동국대 [법인/건학위],1,"학교법인 동국대, 산불 피해 복구 위한 발원법회 봉행",BBS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4027954
https://www.beopbo.com/news/articleView.html?idxno=328788
https://www.ibulgyo.com/news/articleView.html?idxno=425586
https://www.hyunbulnews.com/news/articleView.html?idxno=418935",일치,URL 일치,1.0,"학교법인 동국대, 산불 피해 복구 위한 발원법회 봉행",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4027954,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-04-29,동국대 [법인/건학위],2,"[동문소식 – 이인정(상학 65)] 이인정 亞산악연맹회장, 소강체육대상 대상…산악 발전 공헌",연합뉴스,https://www.yna.co.kr/view/AKR20250428113100007?input=1195m,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2025-04-29,동국대 [법인/건학위],3,"동국대, 고온 견디는 마찰대전 나노발전기 개발",뉴시스,"https://www.newsis.com/view/NISX20250428_0003156595
https://dhnews.co.kr/news/view/1065579661201245",일치,URL 일치,1.0,"동국대, 고온 견디는 마찰대전 나노발전기 개발",뉴시스,https://www.newsis.com/view/NISX20250428_0003156595,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-04-29,대학 [교육],1,"교육부, '교원 해외파견 사업' 참가 대학 모집",뉴시스,https://www.nocutnews.co.kr/news/6331409?utm_source=naver&utm_medium=article&utm_campaign=20250428013851,일치,URL 일치,1.0,"교육부, '교원 해외파견 사업' 참가 대학 모집",노컷뉴스,https://www.nocutnews.co.kr/news/6331409?utm_source=naver&utm_medium=article&utm_campaign=20250428013851,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-04-29,대학 [교육],2,"교육부, 의대 편입학 완화 검토…""빈자리 100% 충원 가능""",중앙일보,https://www.joongang.co.kr/article/25332113,일치,URL 일치,1.0,"[단독] 교육부, 의대 편입학 완화 검토…""빈자리 100% 충원 가능"" | 중앙일보",https://www.joongang.co.kr,https://www.joongang.co.kr/article/25332113,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-04-29,불교 [종단],1,먹으로 윤곽선 그린 유일한 고려불화… 700년 만에 돌아왔다,조선일보,https://www.chosun.com/culture-life/culture_general/2025/04/29/RQ4B2R27PZC2FG6F35JLWTJSEM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2025-04-29,불교 [종단],2,"“불교, 이제 인생네컷에서 함께해요!”…30개국서 불교 포토 프레임 출시",불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=425583,일치,URL 일치,1.0,"“불교, 이제 인생네컷에서 함께해요!”…30개국서 불교 포토 프레임 출시 - 불교신문",불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=425583,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-01,동국대 [법인/건학위],1,"동국대, 산불 피해 복구 성금 1억 쾌척",법보신문,"https://www.beopbo.com/news/articleView.html?idxno=328838
https://news.bbsi.co.kr/news/articleView.html?idxno=4028246",일치,URL 일치,1.0,"동국대, 산불 피해 복구 성금 1억 쾌척",법보신문,https://www.beopbo.com/news/articleView.html?idxno=328838,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-01,동국대 [법인/건학위],2,"성운대종사, 은평구 출신 동국대생에 4200만원 쾌척",BBS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4028103
http://hyunbulnews.com/news/articleView.html?idxno=418982",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-05-01,동국대 [법인/건학위],3,동국대 학생 증원 서울지역 1위 ‘첨단분야 인재 양성 박차’,BTN,"https://www.btnnews.tv/news/articleView.html?idxno=85687
https://www.bulgyo-in.com/news/articleView.html?idxno=1045",일치,URL 일치,1.0,동국대 학생 증원 서울지역 1위 ‘첨단분야 인재 양성 박차’,BTN불교TV,https://www.btnnews.tv/news/articleView.html?idxno=85687,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-01,동국대 [법인/건학위],4,"“현대언어로 불교용어 정의” 동국대, 새 ‘불교사전’ 봉정",법보신문,"https://www.beopbo.com/news/articleView.html?idxno=328816
https://www.btnnews.tv/news/articleView.html?idxno=85659",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-05-12,동국대 [법인/건학위],1,"동국대 이사장 돈관스님, 육군훈련소 장병 2,200여 명 수계",BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4029360,일치,URL 일치,1.0,"동국대 이사장 돈관스님, 육군훈련소 장병 2,200여 명 수계",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4029360,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,동국대 [법인/건학위],2,“동국의 감동을 전하는 우리는 ‘동감’입니다”,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=425657,일치,URL 일치,1.0,[봉축특집] “동국의 감동을 전하는 우리는 ‘동감’입니다” - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=425657,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,동국대 [법인/건학위],3,[동문소식 – 김명진(스포츠문화 23)] “하나라도 더 배워가려고 합니다” 이상백배 선발된 동국대 김명진,루키,https://www.rookie.co.kr/news/articleView.html?idxno=110052,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-05-12,동국대 [법인/건학위],4,"동국대 종학硏 ‘동국 불교, 전통서 배우다’ 춘계대회",현대불교신문,https://www.hyunbulnews.com/news/articleView.html?idxno=419123,일치,URL 일치,1.0,"동국대 종학硏 ‘동국 불교, 전통서 배우다’ 춘계대회 - 현대불교",현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=419123,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,동국대 [법인/건학위],5,"동국대 행정대학원 총동문회, 탈북민 지원 물품 전달",현대불교신문,https://www.hyunbulnews.com/news/articleView.html?idxno=419126,일치,URL 일치,1.0,"동국대 행정대학원 총동문회, 탈북민 지원 물품 전달 - 현대불교",현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=419126,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,대학 [교육],1,[사설] 고등교육 대전환의 조건 ‘재정 없이 혁신 없다’,한국대학신문,https://news.unn.net/news/articleView.html?idxno=578639,일치,URL 일치,1.0,[사설] 고등교육 대전환의 조건 ‘재정 없이 혁신 없다’,한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=578639,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,대학 [교육],2,"APEC 교육장관회의, 13일부터 제주서 개막",한국대학신문,https://news.unn.net/news/articleView.html?idxno=578584,일치,URL 일치,1.0,"APEC 교육장관회의, 13일부터 제주서 개막… AI 디지털교과서 등 ‘혁신사례’ 소개",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=578584,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,불교 [종단],1,사찰에서 텐트 치고 하룻밤...낭만 ‘절패킹’ 아세요?,불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=425672,일치,URL 일치,1.0,[봉축특집] 사찰에서 텐트 치고 하룻밤...낭만 ‘절패킹’ 아세요? - 불교신문,불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=425672,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,불교 [종단],2,"팔만대장경, 미국 인쇄역사연표에 공식 등재",법보신문,https://www.beopbo.com/news/articleView.html?idxno=329012,일치,URL 일치,1.0,"팔만대장경, 미국 인쇄역사연표에 공식 등재",법보신문,https://www.beopbo.com/news/articleView.html?idxno=329012,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-12,불교 [종단],3,"절밥명장 계호스님 ""어제 먹은 밥이 오늘의 나…잘 먹어야 행복""",연합뉴스,https://www.yna.co.kr/view/AKR20250510050900005?input=1195m,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-05-13,동국대 [법인/건학위],1,"동국대 여자총동창회, 모교에 장학기금 1천만원 기부",뉴시스,"https://www.newsis.com/view/NISX20250512_0003172507
https://www.veritas-a.com/news/articleView.html?idxno=553157",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-05-13,동국대 [법인/건학위],2,"동국대 강준원 연구팀, 친환경 프로바이오틱스 나노코팅 기술 개발",대학저널,"https://dhnews.co.kr/news/view/1065572613239994
https://www.newsis.com/view/NISX20250512_0003171796",일치,URL 일치,1.0,"동국대 강준원 교수 연구팀, 친환경 프로바이오틱스 나노코팅 기술 개발",대학저널,https://dhnews.co.kr/news/view/1065572613239994,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-13,동국대 [법인/건학위],3,"동국대 불교학술원,‘법장대종사’ 보살행 조명할 학술 토론의 장",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=425943,일치,URL 일치,1.0,‘법장대종사’ 보살행 조명할 학술 토론의 장 - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=425943,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-13,동국대 [법인/건학위],4,"[김지희 교수(컴퓨터·AI학부) 출연] ‘지브리’에 빠진 당신, AI의 진짜 모습은? [지식의 맛-인문학 레시피 1회]",BBS,https://www.youtube.com/watch?v=diAZ4TYeGNI,AI/정책 제외,,,,,,대표 기사(5655)와 같은 시리즈로 묶임,아니오,예,예
2025-05-13,동국대 [법인/건학위],5,"[김지희 교수(컴퓨터·AI학부) 출연] AI시대,인간은 대체될 것인가? [지식의 맛-인문학 레시피 2회]",BBS,https://www.youtube.com/watch?v=g5nzcWA_vCY,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-05-13,대학 [교육],1,교육부 “내년 의대 1학년 최대 6100명···예과 교육 문제없을 것”,중앙일보,https://www.joongang.co.kr/article/25335279,일치,URL 일치,1.0,교육부 “내년 의대 1학년 최대 6100명···예과 교육 문제없을 것” | 중앙일보,https://www.joongang.co.kr,https://www.joongang.co.kr/article/25335279,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-13,대학 [교육],2,‘미국 대입시험 ACT’ 한국서 사전 유출 의혹…경찰 수사,매일경제,https://www.mk.co.kr/news/society/11315003,일치,URL 일치,1.0,‘미국 대입시험 ACT’ 한국서 사전 유출 의혹…경찰 수사 - 매일경제,매일경제,https://www.mk.co.kr/news/society/11315003,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-13,불교 [종단],1,"뮤지컬 ‘싯다르타’, 유엔 주최 베삭데이서 세계인 감동",현대불교신문,https://www.hyunbulnews.com/news/articleView.html?idxno=419151,일치,URL 일치,1.0,"뮤지컬 ‘싯다르타’, 유엔 주최 베삭데이서 세계인 감동 - 현대불교",현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=419151,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-13,불교 [종단],2,"70년 맞은 중앙신도회, 한국불교 100년 위해 도약",불교IN,https://www.bulgyo-in.com/news/articleView.html?idxno=1073,일치,URL 일치,1.0,"70년 맞은 중앙신도회, 한국불교 100년 위해 도약 - 불교IN",불교IN,https://www.bulgyo-in.com/news/articleView.html?idxno=1073,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-14,동국대 [법인/건학위],1,[지역미래불자육성장학] ‘사찰 학생 인연 짓는’ 동국대 대표 장학제도,BTN,https://www.btnnews.tv/news/articleView.html?idxno=85842,일치,URL 일치,1.0,‘사찰 학생 인연 짓는’ 동국대 대표 장학제도,BTN불교TV,https://www.btnnews.tv/news/articleView.html?idxno=85842,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-14,동국대 [법인/건학위],2,동국대-남양주시 MOU 체결,베리타스알파,"https://www.veritas-a.com/news/articleView.html?idxno=553466
https://www.enewstoday.co.kr/news/articleView.html?idxno=2276536",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-05-14,동국대 [법인/건학위],3,"군포 정각사 정엄스님, 동국대에 3천 1백만 원 전달하며 인재 불사 이어가",BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4029733,일치,URL 일치,1.0,"군포 정각사 정엄스님, 동국대에 3천 1백만 원 전달하며 인재 불사 이어가",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4029733,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-05-14,동국대 [법인/건학위],4,[한국문학연구소] <석전속시초> 최초 발굴 “80년 만에 다시 깨어나”,BTN,https://www.btnnews.tv/news/articleView.html?idxno=85840,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2025-05-14,동국대 [법인/건학위],5,[현정환 교수 칼럼] 스테이블코인 바람직한 제도화를 위해,매일경제,https://www.mk.co.kr/news/contributors/11314811,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-05-14,대학 [교육],1,"""이공계 상위 1000명에 특별 교육…AI혁신硏 세워 파격 대우를""",서울경제,https://www.sedaily.com/NewsView/2GSS6WUWV6,일치,제목 일치,0.98,"""이공계 상위 1000명에 특별 교육…AI혁신硏 세워 파격 대우를""",서울경제,https://www.sedaily.com/article/14065464,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
